id	type	organization
org_zOQboMpPTpgKIV6ih1Pt	2	Liberty Ammunition, LLC
org_ZOqrkKzaN8wVrfhmTDll	2	iBlaidZ, Inc.
org_ZoUCWTeqAC09pQtEvJqY	2	MP&S Intellectual Property Associates, LLC
org_ZoV7wty7D0MMm5C48MaW	3	IHC Corporation
org_zoVQw0pDFtnRVatQixxE	2	Tepsync
org_zoWg8yPyko6vKQYUKp6l	3	Sunmax Biotechnology Co., Ltd.
org_zOYsg6UJ1P2FoYwfN7NI	2	3rd Power Amplication
org_ZoZ5MMOAvEg4hDHGjewj	2	Koolance, Inc.
org_zozs0mjglrUPIBCd2ZIh	2	Boundless Networks, Inc.
org_ZP0KLAJ7K05QzgHke6To	2	SunPower Corporation
org_Zp1zs3ptgGCzrODmoG3l	3	Swarovski Aktiengesellschaft
org_zp21j68n8J7OIsjHk08z	3	Jazz Pharmaceuticals International Limited
org_Zp2MutfDqLnGSunGl0NJ	2	Zumobi, Inc.
org_Zp4vIjxc5CFOZkLlzAhv	3	Power Source and Associates Corp.
org_zp6OfLpYPYngZ7llkWAp	2	CELLTRUST CORPORATION
org_Zp7kBVTl7IJeDWXDuopv	3	Institut Francais des Sciences et Technologies des Transports, de l'Amenagement et des Reseaux—IFSTTAR
org_Zp8IruXv3IkjWdNaf1DT	2	Brevium, Inc.
org_zp9lu8gmmaXujlGtDIPA	3	Photonics Electronics Technology Research Association (PETRA)
org_ZpAKVwzY6lzquToHDKjL	3	Pharma Mar, S.A., Sociedad Unipersonal
org_ZpAQ51ra5yHvGUwp3SqS	2	Field Sport Inc.
org_zpbf8RlU2X52fsI6N03o	3	Rosemount Tank Radar AB
org_ZPbvBQ7FWoHbUMieBRvX	3	Schaefer Kalk GmbH & Co. KG
org_ZPCHHDZ7qQeOTrs7XxEe	3	Joker AG
org_zPDM6pQaF7H6FTjveoyI	2	Telcordia Inc.
org_Zpds1SAbOMuqt6XxJbzO	2	Isopur Technologies, Inc.
org_zpegtLAweWopwBvMKf2r	2	Advanced Diamond Technologies, Inc.
org_ZpejoVTqOZgzmeL1FvNQ	2	Joby Aviation, Inc.
org_zpeRgfvKq7N36fCR2s4w	3	Hochschule Reutlingen
org_zpFK33eS3e1RznIUDgiO	3	aap Implantate AG
org_zpfozZEmQbZNHvSDWeXV	2	Safety Tubs Company, LLC
org_ZPgHDPH9FYNchusujesf	2	HandHold Adaptive, LLC
org_ZphKMIDRK8f8CEVomhlt	2	Squire Boone Caverns, Inc.
org_zPIoTlvQhElwFBlkszNP	3	Australian Centre for Plant Functional Genomics Pty Ltd
org_zPiYZMJN5sBZHt2ngCr6	2	ENERGY RECOVERY, INC.
org_zPju2eXXno7fvqkU7AMq	3	Centro de Ingenienia Genetica y Biotecnologia
org_zpl7GaJrFGFHfS78nrwk	2	Euro-Pro Operating LLC
org_ZplK2BAXax7TKYQ1tatl	2	Apath, LLC
org_zpLQ4nfNXWUNOwqa1PkX	3	Randall Jeffrey COLOMBO
org_zPMdw70e21dYGNwcP7it	2	RaftSaver, LLC
org_ZPMvEOtBFiA5Gnp2seh6	3	MolMed SpA
org_ZpNNoeL1W4Z051mxo3Sx	3	Matsugaki Chemical Industries Co., Ltd.
org_zpntltMEBtJky5pg5Ru0	3	Riello S.p.A.
org_ZpOQeinlRdPTFQxcjMmT	3	ImmunoClin Limited
org_zPQIJ5y0LsvZuA6Y7oos	2	Marklogic Corporation
org_zPRiCkBrIamzGUj99n3D	2	Milner Distribution Alliance, Inc.
org_zpSB2hxy6kNgIGNWo0BS	2	Echometrix, LLC
org_zpsBAHUTnkHuwXOnVvRs	3	Invention Element Inc.
org_zPScYtwQHp4WyOu2T6bo	3	Maruzen Petrochemical Co., Ltd.
org_zpsMw7484t7HjRFf8Sl8	2	Flash Rockwell Technologies, LLC
org_zpTmQMX4LIfxLeY5aSqf	3	NAXOS FINANCE SA
org_ZPW1zVT1KhXP95khtthr	3	Irepa Laser 
org_zPwC73y3Gvv9Uf9xYFbF	2	New York Medical College
org_ZpWWa8QMJ6IasH965Jk1	2	Mighty Pouch
org_zpx4GwM4FBUpVAzjt237	3	Lappset Group Oy
org_zpxPPFY0AoQrIGNnwWVZ	3	JEMELLA GROUP LIMITED
org_zPXuwzWYI316ponAtmoL	2	Strottman International, Inc.
org_zPXzkq4pih00u9SX0kpM	3	NIRA Dynamics AB
org_zpZ3ErVrUfvb3vlGLrWL	3	SHENZHEN BREO TECHNOLOGY CO., LTD.
org_zPzHUV0glJHthRU0Sv6x	2	Magnet Systems, Inc.
org_Zq0AeBn8Z7U26gc3C1Mh	3	Cyntec Co., Ltd.
org_Zq0aR3CB3iuVGeHNz9MN	3	Hemscheidt Fahrwerktechnik GmbH & Co. KG
org_ZQ0etn4FVQtXJOFOT2Jm	3	FMT International Trade AB
org_ZQ3Qv1na1UGNAcFziJf9	3	Krohne AG
org_zQ7g6CYjk6sQzgwdC0CX	2	Lantheus Medical Imaging, Inc.
org_zQAq61yKT0LYZnb7ejTy	3	The Malvern Orthopaedic Company Ltd
org_ZQBU4mLXehnLdFitqlJV	3	Studio Cube, Inc.
org_ZQbuX1lOKqi2Yg9eF7m4	2	Philip Morris USA Inc.
org_zqcOdTy5TxJLDX8BRKho	2	Lynk Labs, Inc.
org_zqcy2X7QjE8gHLCssize	3	Terex MHPS GmbH
org_zqFc9jwQ94xBgENpxpwB	3	Topsoe Fuel Cell A/S
org_ZqFN1PEo43bDF6ehYaFU	3	STEPRA Ltd.
org_ZQgF38m4A6p4a8untiWk	2	S&C Electric Company
org_ZQGseDgSagQnb9R95w7i	3	BIOMONITOR LIMITED
org_zqGyb9a39yDTnyASwFJ0	2	Terra Tek, Inc.
org_zqhFH4BqushBx4NAUYif	2	Electro-Luminx Lighting Corporation
org_ZQhkuWJ7dbO2YWfytZDo	2	Persistent Energy, LLP
org_ZQipnnWZHrAHaKV11ALH	3	Spidcom Technologies
org_zQJ0jnXnuXHYhuGFCTKZ	3	NATIONZ TECHNOLOGIES INC.
org_ZqjD5UmFGn4qyJDp4KRc	2	Toad Medical Corporation
org_zqjT35VQUYi6ISj0pV0q	3	Surfaces & Finitions S.A.S.
org_zqkTm29Zn3FshmMe295O	2	Beaver-Visitec International (US), Inc.
org_zQkUyDvvlJc39oNFUEiZ	2	Xtera Communications, Inc.
org_zqKzek6pX9AUbpjvI4v9	3	Italmatch Chemicals S.p.A.
org_ZqLuPEtu11zciUmQMASq	2	4S INDUSTRIES, INC.
org_zQNH4uku5zGaGEcNnevj	3	XL Photonics Inc.
org_ZqNiybGBd284FS9godkC	2	Intech 21, Inc.
org_ZqoQJVE7ttJW2a5bK98G	2	Cellresin Technologies, LLC
org_ZqPGX1xbmaIaEweQXDTk	2	Specialty Surgical Instrumentation Inc.
org_zQQi36XAfhwCr6MQEnIG	2	Partners In Innovation Limited, LLC
org_zQQpE1LZ1e2Qjy770G34	2	JPMorgan Chase Bank, N.A.
org_ZqqzXe7nxEoh5M1ObGsr	2	Value-Added Communications, Inc.
org_ZQrE4Xziwmlkk0nn6Vw9	2	Sentiens, LLC
org_zqrml64Vckwust0K4Ph9	2	Peg Perego USA, Inc.
org_zqS9NoHYe2BubXKBbQbc	2	Nitek, Inc.
org_zqsKpuBxERpaNyf4s1vz	3	Dow Corning Ireland Limited
org_ZqTHsowZbGNHy5vhxI5E	3	Dune Medical Devices Ltd.
org_zQTV510oHDYO96eo7J4N	2	Braskem America, Inc.
org_zqtYELWxmTOO6XKQBTuY	3	ATHONET S.R.L.
org_zqUBp0e6vvgedaWdKWKe	2	Cadec Global, Inc.
org_zqUgoPLhs0n8aFuFUmC9	3	JMS Co., Ltd.
org_Zqzi2GW2WMjEzFuh6CFo	3	CORETHERAPIX SLU
org_Zr1l9yvjH24Fh3e1m3dN	3	UTI Limited Partnership
org_Zr1TsWrHxLfIv38WVubf	3	On-Nuri Electronics Inc.
org_zr1WA7lz77hJ36mT2AjX	3	Chocoladefabriken Lindt & Sprungli AG
org_ZR2W0VIaY3n1iRBaMm7l	3	Korea Fluid Machinery Co., Ltd.
org_zr2xlxb5cfWNmyi6V2GZ	2	Austin R&D, Inc.
org_zR3igWySktRB7ECnt5O9	3	Sofar SpA
org_zr5gQs8VPdN8Y0Pacnny	3	Toyota Motor Europe NV/SA
org_ZR9a6JvKTo4AulM7oN4s	2	Dapple Equine Products, LLC
org_ZR9s9kY398wScjIKLzKU	3	MOTECK Electric Corp.
org_zrAbQvnPn0fWFervmhKU	2	Plasma Igniter LLC
org_zRCY5xRE804b45u1IDFm	2	GENPRIME, INC.
org_zRCzu5MIwLbT9xaBeTsu	2	Edgecraft Corporation
org_ZrdjQ1XBUcv82uc4mBNz	2	GEOFEEDIA, INC.
org_ZrDQqVpANEkUfOYmxwy9	2	Building Turbines, Inc.
org_zReEoIhDWRYieH00LBjT	3	SAGUNA NETWORKS LTD.
org_zrEoBD4AfAzrgdsf2hug	3	APTISSEN SA
org_ZrFCYNdc4aAMRPkBmjh8	2	Lighting Science Group Corporation
org_zrfevbGyDr2lWTHWupqq	3	AAC Acoustic Technologies (Shenzhen) Co., Ltd.
org_zrfJzNOAHaaPVvSXbIgn	3	TRUMPF Laser— und Systemtechnik GmbH
org_zrfkjAYEmCBhmAtjY3Mj	2	AntiCancer, Inc.
org_zrfowGtoJtiavNOLTOcr	3	Final Future International, Inc.
org_ZRfUQBYTIYEyq2ppfLv0	2	Handy & Harman
org_ZrfWflXpLtgDuwmHGA0V	3	Biota Europe Ltd.
org_ZrgNJzpJMbwKdoOzSsaF	3	Jei Mou Industrial Co., Ltd.
org_ZRGNnUXaEoEcQHE4YA5O	3	Onda Mfg. Co., Ltd.
org_zrGp7WqEnOPbh5l4BBur	2	Nomaco Inc.
org_zrHQJLX4MZzwqSQAJ8Jj	2	National Insturments Corporation
org_zrHVwqGPkh6enh7AoyRI	2	Visa U.S.A. Inc.
org_ZrhZTBkfs57YHy4aI5Cx	3	Delta Network, Inc.
org_ZrI2IIMx5h7cn5b9k82x	3	Guangdong Synyoo New Material Co., Ltd.
org_zRirGG5mHarwbGbX6KcL	3	Medical Intubation Technology Corporation
org_ZrJ2unMnNL5yaMX9kpBe	3	Healthbanks Biotech Co., Ltd.
org_ZRjmrl67oaRn9ycqo8h5	2	Allsop, Inc. 
org_zRJrs5Woo8e3nfcakLYe	3	TDK-Lambda Corporation
org_zRKCMTltigqIlVHbS3bD	3	Streamwide
org_ZrkRu4T6eUIQi3p19avB	2	Redstart Systems, Inc.
org_ZRkSebLrCJ1Aw8e4s8Ps	3	14007 Mining Inc.
org_Zrl0ls8lOAacJatAWshG	3	Nissei Plastic Industrial Co., Ltd.
org_zrLAM0yZW4ZlJa80uUrt	2	Extreme Networks, Inc.
org_zrlOBQNvuvtjFKWoYxRQ	3	Hapro International B.V.
org_zrlrpAqGM7T325HAX5GQ	2	Image Trends, Inc.
org_zRNiVXHHQohsLDaZL7Za	2	Melaleuca, Inc.
org_ZRNTMJ5FaEbURfXMOxdH	2	Pfenex Inc.
org_ZrOTBVo1FKomBkW5qa8S	3	SCHNEIDER TOSHIBA INVERTER EUROPE SAS
org_zRpfXRQtA1acnVZXmCqj	3	Kyoto Seisakusho Co., Ltd.
org_zRpi2Lz70V7SVrkHG7EN	2	Hydro-Gear Limited Partnership
org_ZRqNxYUHBhiuYcVuRnoi	2	EATON CORPORATION
org_zRqQGGkxXzdv3ZoJayoS	3	Nagasaki University
org_zRqv3RwY6Qhkpw0hM0op	2	Bekad Mgmt. II, LLC
org_ZRS8tDQeI6PAWbvhgIyi	3	Advanced Medical Solutions (Plymouth) Limited
org_ZRtDAtkFkIW6NjOIr6dJ	3	Promethean Limited
org_zrtvc64xSx98W5WaezJ4	3	Tread Enterprises Ltd.
org_ZRuDoGYKIBOqKLzBF1tv	2	Hammerhead Boarding Products LLC
org_zRug8El30JHPNAiN1mqu	2	Cold Chain, LLC
org_zRwDDiZYXrDEMtaua7dQ	2	ELANTAS PDG, INC.
org_ZRWyTvHY0hmY387quAaZ	2	Stipple Inc.
org_zrxBVB85YODVC6vAi14r	2	Digital PowerRadio, LLC
org_ZRxdS7phHlJCr89QI09L	2	DiscoverReady LLC
org_zrxR6e7he6hd9vVpWgh3	3	Dümmen Group B.V.
org_zrXYpshaRQJVhKUlyilw	3	COSMETIC WARRIORS LIMITED
org_zRZM8eXOQPm4yQPVBAnb	3	Elbit Systems Electro-Optics Elop Ltd.
org_ZrZX5CMuUROvhZ6KkxRk	3	TRANSTRON INC.
org_Zs0WalRwcLIpECzwQKb7	2	Armalite, Inc.
org_zS3lCeFuBQBUiCRr8sG2	3	Brightling Equipment Ltd.
org_zs4qN1NVoRgL8BFk91v4	3	Analog Integrations Corporation
org_zS5BK4ERUGrOJuogPg4L	2	Cura Vac, Inc.
org_Zs5S582nTJ3sC0rhr2rb	2	Gaijin Entertainment Corp.
org_zS5ytBipD0ae98Lo2Aiz	3	Polyvalor, Limited Partnership
org_zS6d3mBh3BPCqWvfQfck	3	TOMRA SORTING NV
org_zs6XhuJa5TYm8Rim7EXq	2	B & G Partyers, LLC
org_zs7eRucn6HHNOu83emUJ	2	Anvil International, LLC
org_ZsacrThiEJsFYq1kKvou	2	Cyber Physical Systems, Inc.
org_zSAqB6XB8Tb2h9btmv4W	3	Rielda Serrature S.r.l.
org_zsbeTqIPYnZBCeNTjmpX	3	voestalpine Nortrack Inc.
org_ZSbIwRrSHFR54oF5rrBz	3	Industry-University Cooperation Foundation Hanyang University
org_zSBk2gimwA6w1JE6KL3W	3	NICHIAS CORPORATION
org_ZsbNl1oyUuoNwxWOGUSJ	3	EAGLE INDUSTRY CO., LTD.
org_zsc86xnef2TwOcDh4QdE	2	Nomis LLC
org_ZsDdE8P1h7YKnbHE0wIF	2	TGW Systems, Inc.
org_ZseGddKHGGDJFIM1jVy7	3	Universidade de Comibra
org_zseXsddnZDG4ENK6or1c	2	Thule Organization Solutions, Inc.
org_Zsis7PcXijlhLmynZcFB	3	Krauzen Co., Ltd.
org_zsK398DnNI4cOOkN7jSf	3	RSR LIMITED
org_ZSk91oFxVFUomKkqCJ2C	3	Intelliview Technologies Inc.
org_zSmP3v7ImcvAZWn2YisI	2	MedAmp Electronics, LLC
org_zSMReFggLRLh8TdTW5DT	3	Autonics Corporation
org_zSMsscPFMMSBcYWZygDJ	3	Foster Findlay Associates Limited
org_ZsngTwu7YhKJzsPO8Avr	3	Shanghai Research Institute of Microelectronics (Shrime), Peking University
org_zSONFMmuFLWr8EBorduV	3	Youhua Technology (Shenzhen) Co., Ltd
org_ZSpH24ACNqOI2Zu1yWxz	3	Hochschule Niederrhein
org_ZSqdVgWgHz9lsnKEL7FA	2	Nuclear Filter Technology, Inc.
org_ZSqfoi8FbBiOq6D9igAm	2	Scribd, Inc.
org_ZSRa11atpxeg5mIRVBaG	2	Uroval, Inc.
org_zStgDKNPUieg8mXQSCGR	3	Himax Technologies Limited
org_zsTr54dYm87AdXkrcCY6	2	Luminosity Industries LLC
org_ZStvK90dgVlDkwAz1lUy	2	Tamba Networks, Inc.
org_zsU7pCIrIZhpsM3QuVRC	3	World Create, Inc.
org_ZsvaeNg8f4rHXC190sUw	2	CSG Media, LLC
org_ZSvJPBtqQVO421IioyIM	3	Kabushiki Kaisha Watanabe Shoko
org_ZSvQCtTAzzLqbBhFx1vZ	3	Nextenders (India) Private, Ltd.
org_zswP3CiBEBCGI4JXLY5D	2	Hinkley Lighting, Inc.
org_ZSWT3w2kCK314332uUPh	2	Anaren, Inc.
org_zsxNUsyOUA4UzN3wfYsZ	3	DCA International Ltd.
org_zsYF9fOquFndfcCGpsUm	2	TruTouch Technologies, Inc.
org_ZSyFc64IZEqpqUr1r5gc	3	FCO Power, Inc.
org_zSyzvxmf2fYphkYkgTAi	3	Standlifter Holdings AS
org_ZSZ4bbSVfSoPMjsnrT2s	3	Agatsuma Co., Ltd.
org_zsZ6Ml5BIpiZXnRJG1Tx	2	Thermo Electron Scientific Instruments LLC
org_ZSzEGPDngamtPPrCzs1R	2	HUHTAMAKI, INC.
org_zszEiDRIOYbZbclUEa2m	3	Suto GmbH & BioLogic GmbH
org_ZSzlNcBGygIfDlT6MHB7	2	XG Technology, Inc.
org_ZszQnHPBv1pq8egeYxs6	2	University of South Alabama
org_zSzUqP37LlykQK8WdyuK	2	Clean & Clear Corporation
org_ZT1YlrIINF5SGmRfipY5	2	SMARTFLOW TECHNOLOGIES, INC.
org_zT3OSOYcowD7LMOJ1Yz9	2	GREENSTAR TECHNOLOGIES, LLC
org_zT5h9hJs7xAdJISuMAZK	3	Abigo Medical AB
org_Zt5jc9Fi9cS35UF9H4aC	3	K.U. Leuven Research & Development
org_Zt5nVjrWKTd9sRPps2No	2	T-3 Property Holdings, Inc.
org_zt6DBSl4t02k9rmw8KQQ	2	Catherex, Inc.
org_zt6i5ykll7bnXd7ASrcL	3	Annidis Health Systems Corp.
org_zT94ov3fyqOuoOxu9qxT	3	Chueng Shine Co., Ltd.
org_ZtAc5oHN4vihqPtRWLVT	2	U.E. Corp.
org_ZtbuisukDfBovwU2ODqi	2	The Drucker Company
org_zTcm2QugVRZ7XnJAB0G1	2	Edstrom, Inc.
org_zTdi2YwI3YL5pKAcErBV	3	HUWEI TECHNOLOGIES CO., LTD.
org_ZtEytdAizFxkoFstSZ2B	2	K-Rain Manufacturing Corp.
org_zTFEPbjM7Kkhm4V8EfqJ	2	VYSK COMMUNICATIONS, INC.
org_ztg0QKQ4tl47V4QXmz4t	2	HIP INNOVATIONS, LLC
org_zTgLQvhk4zJ8p1ZsLWwv	2	CPI Card Group—Colorado, Inc.
org_ZtHDarNSPME3F4vNJHo9	3	Grupo BDEB 2006, Servicios Empresariales, S.L.
org_zTHPdymVTzu8A1t2AgNg	2	Spinal Surgical Strategies, LLC
org_zTku1McyFjk69382ozvm	3	Valinge Flooring Technology AB
org_ZtLKoOKTH74Xhk2cZATt	3	SUPERCELL OY
org_ZTLRdKzt5JikhdL4RJjK	2	Stark Aerospace, Inc.
org_ztlV1pgR9iXc6rttH3vS	3	Tianjin Weijie Technology Co., Ltd.
org_zTm1WHK9hmPx9CvkguVG	3	Laboratories Perouse
org_ztmQlmu0m11aMI4OTOEv	3	Willy A. Bachofen AG
org_ZTMWCLWtDvJC1VxkqSqt	3	Axiomatics AB
org_zTmYkGQIO4OIHNQrh7pv	3	ECS Engineered Control Systems AG
org_ZtN35DoEhjYgpPZLafH3	3	SVENSKA UTVECKLINGS ENTREPRENOREN SUSEN AB
org_ZTn4qOXKCXireSduC4QR	3	David Stuckey Investments Pty Ltd
org_ztoZzYmkGhNq477445mj	2	Teledyne RD Instruments, Inc.
org_zTpPiypzl75AR43kxZ0H	2	Seal-Tite, LLC.
org_zTqYTDGbXwtpPcY3ge8A	3	1e Limited
org_ztrH5oylLuZGZW20uzfd	3	Donell Optronics Co., Ltd.
org_ZtrQwQhq0vzftOptOy2C	2	Fronterra Integrated Geosciences, LLC
org_ZtRxJweqxPYXKyMwTdB3	2	A.I. SOLUTIONS, INC.
org_ZTs0FcOOmTnZGmVOWydd	3	Fronius International GmbH
org_zTs5ClAZkjn9qyqTAYVB	2	Cytex Therapeutics, Inc.
org_zTsA8msfL1Zgvr9MSENl	2	Luxon, Inc.
org_ZtSNvJn4esKeaIxBDpZv	2	FALCON WATERFREE TECHNOLOGIES, LLC
org_ztswZ9v0A80ynTnbs8ku	3	Addex Pharma SA
org_ZTU3pHAg4RJ44tPuE2zi	2	Branders.com, Inc.
org_ztv1d2lYruztNeTilvKK	3	Clarified Networks Oy
org_ZtWTbqlGOEFYYyQYf4DQ	2	PathoGenetix, Inc.
org_zTwvGQCagt4xUUhAK0gz	2	Cloudahoy, Inc
org_ZtXADS49HkUuYWolpIyh	2	Jasco Pharmaceuticals, LLC
org_ztybvDbxBUFvKgyK42vu	3	HanAll BioPharma Co., Ltd.
org_ZTzfbG856aevjmcS0Nik	3	Florey Institute of Neuroscience and Mental Health
org_ztzvqvAgYDJ43FRPW8V7	2	IntriCon Corporation
org_Zu0wmZG00TLBIZcDEae0	2	Bench Tree Group, LLC
org_zu2Gt5fAfhnRPFEqT76G	3	Tatsuta Electric Wire & Cable Co., Ltd.
org_zU4yLAGzx7p4A7uK3mS6	3	Angel Yeast Co., Ltd.
org_zu6QRC8gfDduC8fdyEHs	2	Ritchey Manufacturing, Inc.
org_ZU6ZskB62z16fX1pty7k	2	Video Products, Inc.
org_ZU8BHpkvaKprQVpfJoE4	3	Genesis Financial Products, Inc.
org_ZUaMoyjCfoXkOEtOIXsk	2	Imonex Services, Inc. 
org_zuaN3MxsWz8Vasee6CyE	2	Bison Designs, LLC
org_zuas7epRBQz2J6IiYKu3	3	CHARITÉ—UNIVERSITÄTSMEDIZIN BERLIN
org_ZUd7DL415rxEvhghrNcB	2	Burner Systems International, Inc.
org_ZUeJbfN7uNPcCbB5mvTr	2	Static Control Components, Inc.
org_zUexWXqsHAedMqKI4Y1z	2	Shamrock Group
org_Zufz3zMm7aBBmMR2FLoR	2	Tech Mold, Inc.
org_zugq3I6H5upSLlP0bAOQ	2	Hendrickson USA, L.L.C.
org_zuh2GvVET5wH5wQtuE6c	2	CVI Laser, LLC
org_ZUhK7krWT8j66n0Td6ea	2	SICK, INC.
org_ZUirRd3qa4Dl2TeEmr0w	2	Prince Sports Group, Inc.
org_zuJk49Rm68i05xUiN6kD	3	Solibro Research AB
org_zuJOCxV6wRE80YXRDODp	3	Phoenix Myrrh Technology Pty Ltd.
org_ZuKCeoU7I8fXcY5QZVSk	2	3D-4U, Inc.
org_zULBgsubdgDlvo4XuUQO	2	Bounce Composites, LLC
org_ZuLDnJgEE3KTb7N9L03Q	2	Jones-Zylon Company
org_ZUm35f87H2lWOW2A2lQa	2	KONGSBERG DRIVELINE SYSTEMS I, INC.
org_ZuMcQlg639HcC84OyvGs	3	SWITCH MATERIALS, INC.
org_zuMmQERx2RCHjuZpCjad	2	P.S. Pibbs, Inc.
org_zUnCKa1kRmutxQvrMaZf	3	KONICA MINOLTA, INC.
org_zUNcwszI0WgFUKP8zA40	2	TEL FSI, INC.
org_ZuNNaBkeRnE2WafVP7RE	2	SCA PROMOTIONS
org_zuqds6Z60Eb5dHwPFzeR	3	Paradigm Ltd.
org_ZUQu5XXVpKYC6HFoGLbW	2	Ophidion Inc.
org_ZuqVP7Q3leGGBmVOvj4d	2	Tia Systems, Inc.
org_ZUQXJdxdEnUwNH4ysTzp	2	Pisgah Laboratories, Inc.
org_ZuruLjXKbm6y5yMBgiml	2	Root-Lowell Manufacturing Company
org_ZuTq2CYZ61kglU5Y0qnp	3	Nextera AS
org_ZutwquYeIsEPrQIr3YTy	2	Photomedex
org_ZuuSOwviiPQg5FKSyPNe	2	Garrick Jewelers, Inc.
org_zUV2WKNoqj9rGo2X06M6	2	LI Creative Technologies, Inc.
org_ZuWRogJkhYKkOor4L7Im	3	Bradken Resources Pty Limited
org_zUxDFVb2hMncjE6Fw006	2	Coupa Software Incorporated
org_ZUXgJhFcTSff2detmmiy	2	AddThis, Inc.
org_Zv1K3hmZXOIyU4rShuHQ	2	Azimuth Systems, Inc.
org_Zv31XrSdwi5Wg2MqppCk	3	OVD Kinegram AG
org_zV4jCJ0g8XM1rGt0a00W	3	Proteus S.A.
org_zV4U74kRsIODRDonR1ZQ	2	MyPort Technologies, Inc.
org_ZV5zgoHRd4W0haY8ncDX	2	Riverbed Technology, Inc.
org_Zv6jGKSZUiqjeYFZlvVY	2	NBC Universal, Inc.
org_zv6zv9vRUmOIqCJtbQPJ	3	Tharakan Web Innovations Pvt. Ltd.
org_Zv7K06Ys7J1QvWbCUX2P	2	Flow Dynamics, LLC
org_zV7LW6H6pWQFISDYlEyq	3	PGS Geophyiscal AS
org_zVA7ew5UfKfsfucAxuMT	3	Turlen Holding SA
org_ZvBRr7AUchtuE8Clqswp	2	SimpliPure, Inc.
org_ZvbUae7kltu3WEIIv3b1	3	DuPont Nutritional Biosciences APS
org_zVcjrprstQVH7ANxwO0h	2	Global Nuclear Fuel—Americas, LLC
org_zvcQeqJ0UsrlYY0ZCLeW	2	Horizon Hobby, LLC
org_ZvDBDIavAwOx2rRjTyfI	3	Shanghai Foreal Optoelectronic Co., Ltd
org_zVFfdtJEeq1rbKGBgn4g	3	Green Chemical Co., Ltd.
org_zvfPwoPguYbiQmFYSGQr	2	AutoMed Technologies, Inc.
org_zVfwJp73qy0aE1BERd1B	3	ResMed Limited
org_zvgpKYjra7I3VXFPQjmP	3	Universita Degli Studi Di Cagliari
org_ZVhovOGmcRGrRT1VAVSk	2	International Holdings LLC
org_ZViebPrKE2teIadguQS8	3	Baikowski
org_zvixZYgwdfXASl9ferbD	3	HYUNDAI INFRACORE, INC.
org_ZVjb8URww5a2PzJUThtk	2	ZeroPoint Clean Tech, Inc.
org_ZvjX0iAwCx7YUpZyUO0E	3	Boot & Co.
org_zVjYh5hrKvLmOe6A6wFS	2	Techmaster Inc.
org_zvKJ8WqnYSoaHhgaPbCp	3	SMC Corporation
org_ZVKS7nSx85iA9rhguTqW	2	M&G USA Corporation
org_zVlK1f6nZjRVBgFe9AAZ	2	FirePass Corporation
org_zvMCmdKfByJiaeMleqzr	2	Jansy Packaging, LLC
org_zVMLs1RZNYdPskekg6Fh	2	Bristol-Myers Squibb Company
org_zVMOdeH8ucYojwmj4nTS	3	Pfisterer Sefag AG
org_zvMSjrDr2RtOfqhmyip3	3	Biotec Pharmacon Asa
org_ZvmWbHvRp3XWr3genyxP	2	Nelson-Whittaker, Ltd.
org_zvNcPQHV84mi8pLZ6Fv6	3	Maping Kommandiittiyhtio L. Huotari
org_zvNG6BIU8qYWsIOXBkcp	2	Compatico, Inc.
org_ZvnNJwjQMO8JMwmOyGZT	3	Novar GmbH
org_zvoaVqY0OrvhOInmWCf7	2	WIGWAG, LLC
org_zVOD7xiNDJ8cC5HCWEaf	2	Amtec Meter & Controls, Inc.
org_zVoTblgoDnqITbxqQo4l	2	Barnea Diamond and Design LLC
org_zvoXvVd87wYcFKPkfHsM	2	QMAX INDUSTRIES, LLC
org_ZVpPNAsL5Tt5WvRAnKC1	2	Technical Manufacturing Corporation 
org_zvQ0sYBvfhg6ZopZqYXF	3	Superdize AS
org_Zvqb3BPF4aZIqKnqNAzw	2	Biogenic Reagent Ventures, LLC
org_ZVrnLMu5i0ciUuJuibIu	3	Kaindl Decor GmbH
org_ZvRu3XhvUhoXWkFlXFfu	3	Proplus Electronics Co., Ltd.
org_ZVrxI98bLGZheFAvykbP	2	EPITOPIX, LLC
org_ZVrYl0u7l5pbXXg2sFTC	2	Creditex Group, Inc.
org_zvsNCCdYLPccnhVIqCJz	2	Allurion Technologies, Inc.
org_ZVtD2RDaJWYAuz64lWL4	3	Cush Family Holdings Pty Ltd.
org_zvtIbRx9vhQIOwKjxyC3	3	Tavil-Indebe S.A.U.
org_zVuKsJ8WU3xIFJOXY4aT	2	Endosystems LLC
org_zVvFTAvg0vEelaSp0r5n	2	THE OHIO STATE UNIVERSITY
org_ZvXbGJqZfZQ3jW4WkmMm	2	Lydall, Inc.
org_zw1ArvRcCSpykXy0oj9U	2	Aesynt Incorporated
org_ZW3AmjIDMZKNJVOXurnN	2	Insight Catastrophe Solutions
org_zW5PgIujFJLSOB5IRGV8	3	Niwaka Corporation
org_ZW6KAnez4dHIVgLwe6V8	3	ASM IP HOLDING B.V.
org_zW8pTI8uBAlhAsPqatch	2	Soft Gel Technologies, Inc.
org_zwacSr0NuxNaYTMEtUnR	3	Paten pro Dax Group, S.L.
org_zwamXF7dOWoI6OFmqfjo	3	Advanced Track and Trace
org_ZwAWYCWibOAL2mXdH5le	2	Motor City Wash Works, Inc.
org_zwbXxOpQno9o5GhTq0zQ	3	Cree Huizhou Solid State Lighting Company Limited
